time,open,high,low,close,volume
2025-12-26 13:00:00,4508.485,4514.908,4503.205,4514.285,6629
2025-12-26 13:15:00,4514.295,4519.535,4512.398,4517.508,6265
2025-12-26 13:30:00,4517.528,4528.155,4517.458,4521.495,6330
2025-12-26 13:45:00,4521.615,4525.509,4514.685,4524.839,6964
2025-12-26 14:00:00,4524.865,4526.855,4522.235,4525.605,5840
2025-12-26 14:15:00,4525.575,4529.755,4522.895,4529.065,5777
2025-12-26 14:30:00,4529.155,4532.855,4518.729,4520.735,9565
2025-12-26 14:45:00,4520.615,4526.355,4512.385,4520.675,8995
2025-12-26 15:00:00,4520.695,4530.175,4519.275,4526.785,7894
2025-12-26 15:15:00,4526.775,4533.598,4525.515,4532.985,5807
2025-12-26 15:30:00,4532.965,4545.285,4531.525,4537.698,7401
2025-12-26 15:45:00,4537.895,4547.045,4537.068,4546.245,7202
2025-12-26 16:00:00,4546.275,4549.715,4534.405,4538.915,7970
2025-12-26 16:15:00,4538.729,4546.815,4536.975,4545.405,6874
2025-12-26 16:30:00,4545.435,4545.985,4538.735,4539.285,5194
2025-12-26 16:45:00,4539.315,4543.215,4531.155,4536.155,6403
2025-12-26 17:00:00,4536.155,4537.698,4525.215,4525.989,6059
2025-12-26 17:15:00,4526.029,4527.855,4516.798,4517.855,6979
2025-12-26 17:30:00,4517.905,4520.115,4509.625,4516.015,7361
2025-12-26 17:45:00,4516.039,4524.395,4512.155,4518.795,7127
2025-12-26 18:00:00,4518.729,4521.325,4514.515,4517.435,6786
2025-12-26 18:15:00,4517.435,4524.315,4515.815,4518.765,6679
2025-12-26 18:30:00,4518.805,4530.105,4515.915,4529.335,6809
2025-12-26 18:45:00,4529.335,4532.535,4527.485,4530.875,5899
2025-12-26 19:00:00,4530.895,4534.065,4524.645,4533.405,5472
2025-12-26 19:15:00,4533.455,4535.365,4528.395,4529.439,5420
2025-12-26 19:30:00,4529.085,4529.965,4521.555,4525.055,4501
2025-12-26 19:45:00,4524.955,4526.705,4519.625,4523.515,5278
2025-12-26 20:00:00,4523.535,4533.755,4522.605,4532.635,4904
2025-12-26 20:15:00,4532.675,4535.395,4521.498,4523.455,4351
2025-12-26 20:30:00,4523.298,4531.125,4522.355,4530.265,5171
2025-12-26 20:45:00,4530.215,4533.179,4525.365,4530.755,5682
2025-12-26 21:00:00,4530.779,4532.798,4526.835,4528.178,2963
2025-12-26 21:15:00,4528.088,4532.578,4527.898,4531.048,3449
2025-12-26 21:30:00,4531.048,4534.408,4529.008,4531.785,3995
2025-12-26 21:45:00,4531.955,4533.975,4529.388,4532.365,2806
2025-12-29 00:00:00,4526.448,4527.545,4513.598,4523.415,5850
